time;latitude;longitude;depth;mag;magType;nst;gap;dmin;rms;net;id;updated;place;type;horizontalError;depthError;magError;magNst;status;locationSource;magSource
2007-10-12 23:52;42.807;-7.23;0;2.6;mblg;24;;;;us;usp000fqeh;2014-11-06 20:33;7 km SW of Becerreá, Spain;earthquake;;;;;reviewed;mdd;mdd
2007-10-12 18:38;42.808;-7.246;0;2.9;ml;30;;;;us;usp000fqdz;2014-11-06 20:33;8 km SW of Becerreá, Spain;earthquake;;;;;reviewed;mdd;ldg
2007-10-12 18:36;42.79;-7.238;0;2.9;mblg;36;;;;us;usp000fqdy;2014-11-06 20:33;9 km SW of Becerreá, Spain;earthquake;;;;;reviewed;mdd;mdd
2007-10-12 16:14;51.696;7.82;1;2.7;ml;15;;;;us;usp000fqdn;2014-11-06 20:33;1 km N of Hamm, Germany;earthquake;;;;;reviewed;ldg;ldg
2007-10-12 11:59;42.437;-6.709;20.4;3.1;mblg;57;;;;us;usp000fqd6;2014-11-06 20:33;4 km N of Benuza, Spain;earthquake;;;;;reviewed;mdd;mdd
2007-10-12 09:04;46.47;7.11;11;2.5;ml;13;121;;;us;usp000fqcu;2014-11-06 20:33;1 km WSW of Château-d'Oex, Switzerland;earthquake;;;;;reviewed;zur;zur
2007-10-12 03:48;38.266;0.95;7.9;2.5;mblg;34;;;;us;usp000fqcb;2014-11-06 20:33;64 km SW of Sant Francesc de Formentera, Spain;earthquake;;;;;reviewed;mdd;mdd
2007-10-11 20:51;49.37;6.81;1;3.5;ml;55;;;;us;usp000fqbs;2014-11-06 20:33;1 km NNE of Saarwellingen, Germany;earthquake;;;;;reviewed;str;ldg
2007-10-11 15:10;35.842;-3.552;0;2.8;mblg;24;;;;us;usp000fqbb;2014-11-06 20:33;74 km NNE of Al Hoceïma, Morocco;earthquake;;;;;reviewed;mdd;mdd
2007-10-11 13:30;44.914;-8.292;10;3.1;ml;41;;;0.8;us;usp000fqb8;2014-11-06 20:33;134 km NNW of Cariño, Spain;earthquake;;;;;reviewed;us;ldg
2007-10-11 03:19;41.339;1.997;0;3.3;ml;56;;;;us;usp000fqae;2014-11-06 20:33;1 km SE of Torrelles de Llobregat, Spain;earthquake;;;;;reviewed;mdd;str
2007-10-10 10:45;36.721;-9.668;0;2.5;mblg;5;;;;us;usp000fq8x;2014-11-06 20:33;72 km WSW of Sagres, Portugal;earthquake;;;;;reviewed;mdd;mdd
2007-10-08 23:58;48.214;-3.471;12;2.8;ml;15;;;;us;usp000fq60;2014-11-06 20:33;5 km W of Glomel, France;earthquake;;;;;reviewed;ldg;ldg
2007-10-08 16:43;39.293;-0.312;9.2;2.7;ml;18;;;;us;usp000fq56;2014-11-06 20:33;3 km WNW of El Perelló, Spain;earthquake;;;;;reviewed;mdd;ldg
2007-10-08 11:09;49.376;6.835;1;2.6;ml;16;;;;us;usp000fq4n;2014-11-06 20:33;3 km NE of Saarwellingen, Germany;earthquake;;;;;reviewed;ldg;ldg
2007-10-08 09:44;49.36;6.82;1;3.6;ml;39;;;;us;usp000fq4f;2014-11-06 20:33;1 km ENE of Saarwellingen, Germany;earthquake;;;;;reviewed;str;ldg
2007-10-07 23:50;48.219;-3.489;11.3;3.5;ml;36;;;;us;usp000fq3e;2014-11-06 20:33;6 km W of Glomel, France;earthquake;;;;;reviewed;ldg;str
2007-10-07 18:59;40.573;5.392;0;2.5;ml;16;;;;us;usp000fq2z;2014-11-06 20:33;121 km NE of Es Castell, Spain;earthquake;;;;;reviewed;mdd;ldg
2007-10-07 10:39;44.43;7.28;5;2.6;ml;30;;;;us;usp000fq2a;2014-11-06 20:33;1 km N of Pradleves, Italy;earthquake;;;;;reviewed;str;ldg
2007-10-07 07:22;36.808;-11.116;0;2.6;mblg;7;;;;us;usp000fq21;2014-11-06 20:33;194 km W of Sagres, Portugal;earthquake;;;;;reviewed;mdd;mdd
2007-10-06 16:55;36.176;-1.565;12.7;2.5;mblg;39;;;;us;usp000fq0x;2014-11-06 20:33;81 km SE of San José, Spain;earthquake;;;;;reviewed;mdd;mdd
2007-10-05 16:02;36.867;-12.657;11.1;4.2;m;51;;;;us;usp000fpyn;2014-11-06 20:33;Azores-Cape St. Vincent Ridge;earthquake;;;;;reviewed;mdd;mdd
2007-10-05 08:33;45.656;6.2;3;2.5;ml;18;;;;us;usp000fpxv;2014-11-06 20:33;7 km NNW of Grésy-sur-Isère, France;earthquake;;;;;reviewed;ldg;ldg
2007-10-05 02:05;45.003;6.53;2;3.7;ml;87;;;;us;usp000fpx9;2014-11-06 20:33;3 km NNE of Le Monêtier-les-Bains, France;earthquake;;;;;reviewed;ldg;ldg
2007-10-05 00:00;36.824;-11.13;0;2.7;mblg;14;;;;us;usp000fpx2;2014-11-06 20:33;195 km W of Sagres, Portugal;earthquake;;;;;reviewed;mdd;mdd
2007-10-04 19:46;39.322;-2.98;0;3.2;ml;55;;;;us;usp000fpwh;2014-11-06 20:33;9 km SSW of Pedro Muñoz, Spain;earthquake;;;;;reviewed;mdd;ldg
2007-10-04 11:17;46.28;7.97;3;2.9;ml;37;111;;;us;usp000fpvh;2014-11-06 20:33;4 km SSW of Brig, Switzerland;earthquake;;;;;reviewed;zur;str
2007-10-03 17:00;43.077;-0.322;0;3;ml;56;;;;us;usp000fpts;2014-11-06 20:33;7 km E of Louvie-Juzon, France;earthquake;;;;;reviewed;mdd;ldg
2007-10-03 14:06;49.365;6.853;1;2.6;ml;19;;;;us;usp000fptj;2014-11-06 20:33;3 km ENE of Saarwellingen, Germany;earthquake;;;;;reviewed;ldg;ldg
2007-10-03 10:31;49.373;6.804;5;3.5;ml;45;82;;0.76;us;usp000fpt0;2014-11-06 20:33;1 km SE of Nalbach, Germany;earthquake;;;;;reviewed;us;ldg
2007-10-01 14:35;49.371;6.867;1;2.5;ml;13;88;;;us;usp000fpnr;2014-11-06 20:33;4 km ENE of Saarwellingen, Germany;earthquake;;;;;reviewed;ldg;ldg
2007-10-01 07:25;50.046;7.405;10;2.6;ml;14;;;;us;usp000fpmj;2014-11-06 20:33;1 km SSW of Bell, Germany;earthquake;;;;;reviewed;ldg;ldg
2007-09-30 22:03;39.175;-14.689;10;4.4;m;20;;;0.66;us;usp000fpkh;2014-11-06 20:33;North Atlantic Ocean;earthquake;;;;;reviewed;us;mdd
2007-09-30 20:39;37.029;-3.95;0;3.2;mblg;64;;;;us;usp000fpk9;2014-11-06 20:33;4 km NE of Alhama de Granada, Spain;earthquake;;;;;reviewed;mdd;mdd
2007-09-30 16:14;36.949;-2.153;7.6;2.9;mblg;44;;;;us;usp000fpjx;2014-11-06 20:33;5 km ESE of Níjar, Spain;earthquake;;;;;reviewed;mdd;mdd
2007-09-30 10:39;42.855;-1.095;3;2.8;ml;42;;;;us;usp000fpj9;2014-11-06 20:33;1 km S of Oronz, Spain;earthquake;;;;;reviewed;ldg;ldg
2007-09-29 22:00;36.655;4.577;0;3.6;m;10;;;;us;usp000fpg5;2014-11-06 20:33;7 km NNW of Chemini, Algeria;earthquake;;;;;reviewed;mdd;mdd
2007-09-29 18:11;37.293;-13.94;0;3.9;m;12;;;;us;usp000fpfm;2014-11-06 20:33;Azores-Cape St. Vincent Ridge;earthquake;;;;;reviewed;mdd;mdd
2007-09-28 08:40;44.24;-1.84;5;2.7;ml;4;;;;us;usp000fpc6;2014-11-06 20:33;49 km W of Mimizan, France;earthquake;;;;;reviewed;str;str
2007-09-28 03:38;36.473;1.568;10;4;m;16;;;0.71;us;usp000fpb7;2014-11-06 20:33;23 km E of Sidi Akkacha, Algeria;earthquake;;0;;;reviewed;us;mdd
2007-09-27 15:52;37.854;-2.588;3.9;2.8;mblg;33;;;;us;usp000fp84;2014-11-06 20:33;6 km NW of Huéscar, Spain;earthquake;;;;;reviewed;mdd;mdd
2007-09-27 11:40;42.8;-1.09;5;2.8;ml;29;;;;us;usp000fp7s;2014-11-06 20:33;7 km S of Oronz, Spain;earthquake;;;;;reviewed;str;ldg
2007-09-26 15:18;36.456;-7.847;20;2.9;mblg;32;;;;us;usp000fp5w;2014-11-06 20:33;62 km S of Faro, Portugal;earthquake;;;;;reviewed;mdd;mdd
2007-09-26 08:57;43.149;-0.432;2;2.5;ml;19;;;;us;usp000fp5b;2014-11-06 20:33;4 km N of Arudy, France;earthquake;;;;;reviewed;ldg;ldg
2007-09-25 12:08;49.36;6.77;1;3.5;ml;41;;;;us;usp000fp3d;2014-11-06 20:33;2 km WNW of Saarwellingen, Germany;earthquake;;;;;reviewed;str;ldg
2007-09-25 11:50;36.756;-11.019;0;2.5;mblg;6;;;;us;usp000fp3c;2014-11-06 20:33;187 km W of Sagres, Portugal;earthquake;;;;;reviewed;mdd;mdd
2007-09-25 04:32;39.351;-2.976;5.3;2.7;mblg;19;;;;us;usp000fp2q;2014-11-06 20:33;6 km SSW of Pedro Muñoz, Spain;earthquake;;;;;reviewed;mdd;mdd
2007-09-23 01:19;47.926;-1.022;4;2.9;ml;23;85;;;us;usp000fnxt;2014-11-06 20:33;3 km NNE of Ballots, France;earthquake;;;;;reviewed;ldg;ldg
2007-09-22 20:33;36.809;-11.214;0;3.1;m;5;;;;us;usp000fnxb;2014-11-06 20:33;203 km W of Sagres, Portugal;earthquake;;;;;reviewed;mdd;mdd
2007-09-22 17:07;36.887;-5.574;58.6;2.6;m;18;;;;us;usp000fnx0;2014-11-06 20:33;4 km SW of Puerto Serrano, Spain;earthquake;;;;;reviewed;mdd;mdd
2007-09-21 20:07;36.254;-10.277;0;2.9;mblg;10;;;;us;usp000fnvd;2014-11-06 20:33;145 km SW of Sagres, Portugal;earthquake;;;;;reviewed;mdd;mdd
2007-09-21 17:43;37.047;3.477;4;3.3;m;7;298;;;us;usp000fnv4;2014-11-06 20:33;31 km N of Boumerdas, Algeria;earthquake;;;;;reviewed;mdd;mdd
2007-09-21 11:53;49.387;6.804;1;2.6;ml;20;;;;us;usp000fnur;2014-11-06 20:33;1 km ENE of Nalbach, Germany;earthquake;;;;;reviewed;ldg;ldg
2007-09-21 08:01;37.082;-5.408;10.5;3;mblg;33;55;;;us;usp000fnu8;2014-11-06 20:33;5 km SE of Morón de la Frontera, Spain;earthquake;;;;;reviewed;mdd;mdd
2007-09-20 18:35;36.772;-11.127;0;3.3;mblg;22;;;;us;usp000fnt6;2014-11-06 20:33;196 km W of Sagres, Portugal;earthquake;;;;;reviewed;mdd;mdd
2007-09-19 16:09;41.531;2.648;8.3;2.9;ml;38;;;;us;usp000fnqg;2014-11-06 20:33;8 km SSE of Sant Pol de Mar, Spain;earthquake;;;;;reviewed;mdd;str
2007-09-19 07:50;37.088;-5.378;10.6;2.5;mblg;27;;;;us;usp000fnpj;2014-11-06 20:33;7 km ESE of Morón de la Frontera, Spain;earthquake;;;;;reviewed;mdd;mdd
2007-09-18 22:47;43.12;-0.59;5;2.9;ml;53;;;;us;usp000fnnc;2014-11-06 20:33;7 km WSW of Ogeu-les-Bains, France;earthquake;;;;;reviewed;str;str
2007-09-18 21:23;36.773;-10.989;0;2.5;mblg;6;;;;us;usp000fnn8;2014-11-06 20:33;184 km W of Sagres, Portugal;earthquake;;;;;reviewed;mdd;mdd
2007-09-18 19:20;37.062;-5.39;5.6;3.4;mblg;87;42;;;us;usp000fnmz;2014-11-06 20:33;8 km SE of Morón de la Frontera, Spain;earthquake;;;;;reviewed;mdd;mdd
2007-09-17 08:28;47.936;-1.038;3;2.6;ml;7;;;;us;usp000fnhd;2014-11-06 20:33;4 km N of Ballots, France;earthquake;;;;;reviewed;ldg;ldg
2007-09-17 05:31;49.381;6.791;1;3.4;ml;40;;;;us;usp000fnh4;2014-11-06 20:33;0 km ESE of Nalbach, Germany;earthquake;;;;;reviewed;ldg;ldg
2007-09-17 02:34;47.929;-1.025;3;2.9;ml;22;;;;us;usp000fngz;2014-11-06 20:33;4 km NNE of Ballots, France;earthquake;;;;;reviewed;ldg;ldg
2007-09-16 22:34;35.998;-10.364;10;2.9;mblg;27;;;0.62;us;usp000fngm;2014-11-06 20:33;169 km SW of Sagres, Portugal;earthquake;;;;;reviewed;us;mdd
2007-09-16 04:35;46.712;0.208;3;2.7;ml;28;;;;us;usp000fnea;2014-11-06 20:33;4 km NW of Neuville-de-Poitou, France;earthquake;;;;;reviewed;ldg;str
2007-09-15 08:30;36.53;-7.21;27;3.8;mblg;77;;;;us;usp000fnbd;2014-11-06 20:33;72 km WSW of Chipiona, Spain;earthquake;;;;;reviewed;mdd;mdd
2007-09-15 05:34;36.529;5.406;15;4.2;m;32;;;0.64;us;usp000fnb4;2014-11-06 20:33;12 km WNW of BABOR - VILLE, Algeria;earthquake;;0;;;reviewed;us;mdd
2007-09-14 13:40;36.977;-9.504;0;3.2;mblg;38;;;;us;usp000fn8y;2014-11-06 20:33;50 km W of Sagres, Portugal;earthquake;;;;;reviewed;mdd;mdd
2007-09-14 08:46;37.026;-5.419;13.4;3.4;mblg;41;;;;us;usp000fn8f;2014-11-06 20:33;6 km NNE of Coripe, Spain;earthquake;;;;;reviewed;mdd;mdd
2007-09-14 01:14;37.064;-5.411;7.5;3;mblg;32;;;;us;usp000fn7k;2014-11-06 20:33;7 km SSE of Morón de la Frontera, Spain;earthquake;;;;;reviewed;mdd;mdd
2007-09-14 01:09;41.84;7.54;10;3.2;ml;39;93;;;us;usp000fn7j;2014-11-06 20:33;western Mediterranean Sea;earthquake;;;;;reviewed;str;ldg
2007-09-13 23:48;37.054;-5.422;13.6;2.8;mblg;12;;;;us;usp000fn7f;2014-11-06 20:33;7 km SSE of Morón de la Frontera, Spain;earthquake;;;;;reviewed;mdd;mdd
2007-09-13 23:45;37.049;-5.405;10.8;3.6;mblg;31;;;;us;usp000fn7e;2014-11-06 20:33;Spain;earthquake;;;;;reviewed;mdd;mdd
2007-09-13 23:45;37.062;-5.393;6.9;3.2;mblg;49;51;;;us;usp000fn7d;2014-11-06 20:33;8 km SE of Morón de la Frontera, Spain;earthquake;;;;;reviewed;mdd;mdd
2007-09-13 23:34;37.067;-5.401;10.5;2.6;mblg;29;;;;us;usp000fn7b;2014-11-06 20:33;7 km SE of Morón de la Frontera, Spain;earthquake;;;;;reviewed;mdd;mdd
2007-09-13 20:43;37.071;-5.395;10.9;2.7;mblg;6;;;;us;usp000fn6w;2014-11-06 20:33;7 km SE of Morón de la Frontera, Spain;earthquake;;;;;reviewed;mdd;mdd
2007-09-13 20:43;37.068;-5.373;10.5;2.9;mblg;29;;;;us;usp000fn6v;2014-11-06 20:33;9 km SE of Morón de la Frontera, Spain;earthquake;;;;;reviewed;mdd;mdd
2007-09-13 19:41;37.098;-5.368;5.1;2.5;mblg;28;;;;us;usp000fn6r;2014-11-06 20:33;8 km ESE of Morón de la Frontera, Spain;earthquake;;;;;reviewed;mdd;mdd
2007-09-13 19:01;37.095;-5.394;11;2.5;mblg;28;;;;us;usp000fn6k;2014-11-06 20:33;6 km ESE of Morón de la Frontera, Spain;earthquake;;;;;reviewed;mdd;mdd
2007-09-13 18:49;37.123;-5.401;10.7;2.7;mblg;19;;;;us;usp000fn6h;2014-11-06 20:33;4 km E of Morón de la Frontera, Spain;earthquake;;;;;reviewed;mdd;mdd
2007-09-13 05:41;37.206;-13.158;0;3.7;m;5;;;;us;usp000fn4b;2014-11-06 20:33;Azores-Cape St. Vincent Ridge;earthquake;;;;;reviewed;mdd;mdd
2007-09-12 09:28;35.886;-3.53;0;2.7;mblg;30;;;;us;usp000fmzw;2014-11-06 20:33;79 km NNE of Al Hoceïma, Morocco;earthquake;;;;;reviewed;mdd;mdd
2007-09-12 09:24;35.837;-3.554;0;3;mblg;29;;;;us;usp000fmzu;2014-11-06 20:33;73 km NNE of Al Hoceïma, Morocco;earthquake;;;;;reviewed;mdd;mdd
2007-09-12 00:38;36.643;-7.62;23;2.6;mblg;16;;;;us;usp000fmyf;2014-11-06 20:33;47 km SSE of Fuzeta, Portugal;earthquake;;;;;reviewed;mdd;mdd
2007-09-11 23:41;47.597;-1.183;10.7;2.5;ml;18;;;;us;usp000fmye;2014-11-06 20:33;7 km NW of Freigné, France;earthquake;;;;;reviewed;ldg;ldg
2007-09-11 07:48;49.384;6.867;1;2.7;ml;11;;;;us;usp000fmwv;2014-11-06 20:33;4 km SW of Lebach, Germany;earthquake;;;;;reviewed;ldg;ldg
2007-09-11 04:49;42.55;1.19;5;3.6;ml;38;;;;us;usp000fmwj;2014-11-06 20:33;8 km NW of Farrera, Spain;earthquake;;;;;reviewed;str;ldg
2007-09-11 00:23;49.37;6.829;1;3.4;ml;35;;;;us;usp000fmw7;2014-11-06 20:33;2 km NE of Saarwellingen, Germany;earthquake;;;;;reviewed;ldg;ldg
2007-09-10 13:44;36.188;1.347;0;3.7;m;13;;;;us;usp000fmv2;2014-11-06 20:33;2 km NNE of Chlef, Algeria;earthquake;;;;;reviewed;mdd;mdd
2007-09-10 05:24;36.454;-4.754;54.6;3.4;m;10;;;;us;usp000fmud;2014-11-06 20:33;13 km ESE of Marbella, Spain;earthquake;;;;;reviewed;mdd;mdd
2007-09-10 04:29;39.556;-12.162;0;3.7;m;6;;;;us;usp000fmu8;2014-11-06 20:33;240 km W of Peniche, Portugal;earthquake;;;;;reviewed;mdd;mdd
2007-09-09 10:50;35.897;-3.546;0;2.5;mblg;21;;;;us;usp000fmsj;2014-11-06 20:33;79 km NNE of Al Hoceïma, Morocco;earthquake;;;;;reviewed;mdd;mdd
2007-09-09 08:18;37.197;-13.808;0;3.5;m;5;;;;us;usp000fms7;2014-11-06 20:33;Azores-Cape St. Vincent Ridge;earthquake;;;;;reviewed;mdd;mdd
2007-09-08 23:16;36.715;-9.753;22.3;4.2;m;48;;;;us;usp000fmra;2014-11-06 20:33;79 km WSW of Sagres, Portugal;earthquake;;;;;reviewed;mdd;mdd
2007-09-08 21:52;36.543;-4.645;72.5;2.5;m;20;187;;;us;usp000fmr5;2014-11-06 20:33;1 km W of Fuengirola, Spain;earthquake;;;;;reviewed;mdd;mdd
2007-09-08 19:16;36.695;1.399;25.8;3.1;m;7;269;;;us;usp000fmqt;2014-11-06 20:33;26 km NNE of Sidi Akkacha, Algeria;earthquake;;;;;reviewed;mdd;mdd
2007-09-08 12:43;35.822;-3.545;0;2.8;mblg;17;;;;us;usp000fmqb;2014-11-06 20:33;72 km NNE of Al Hoceïma, Morocco;earthquake;;;;;reviewed;mdd;mdd
2007-09-08 12:41;35.68;-3.492;10.7;4.8;mb;225;;;;us;usp000fmqa;2022-07-13 23:15;62 km NE of Al Hoceïma, Morocco;earthquake;;;;41;reviewed;mdd;us
2007-09-08 04:22;37.096;-5.38;7.3;2.6;mblg;21;53;;;us;usp000fmpe;2014-11-06 20:33;7 km ESE of Morón de la Frontera, Spain;earthquake;;;;;reviewed;mdd;mdd
2007-09-06 22:06;39.386;-12.247;0;3.3;m;8;;;;us;usp000fmkp;2014-11-06 20:33;246 km W of Peniche, Portugal;earthquake;;;;;reviewed;mdd;mdd
2007-09-06 02:44;36.018;-10.713;15;3.5;mblg;31;;;;us;usp000fmhx;2014-11-06 20:33;192 km SW of Sagres, Portugal;earthquake;;;;;reviewed;mdd;mdd
2007-09-05 15:47;49.375;6.791;10;3.2;ml;38;;;0.81;us;usp000fmgy;2014-11-06 20:33;1 km SSE of Nalbach, Germany;earthquake;;;;;reviewed;us;ldg
2007-09-05 06:30;48.32;6.644;11;2.9;ml;36;;;;us;usp000fmfz;2014-11-06 20:33;2 km SSE of Rambervillers, France;earthquake;;;;;reviewed;ldg;ldg
2007-09-05 01:09;36.654;-4.593;57.3;2.9;m;9;;;;us;usp000fmfj;2014-11-06 20:33;Strait of Gibraltar;earthquake;;;;;reviewed;mdd;mdd
2007-09-04 10:41;36.065;2.696;7.8;4.2;m;49;;;0.86;us;usp000fmdy;2014-11-06 20:33;20 km NNW of Ksar el Boukhari, Algeria;earthquake;;6;;;reviewed;us;mdd
2007-09-03 09:21;37.301;-1.842;11.2;3.2;mblg;45;161;;;us;usp000fmbw;2014-11-06 20:33;3 km E of Cuevas del Almanzora, Spain;earthquake;;;;;reviewed;mdd;mdd
2007-09-03 05:00;42.313;-9.142;19.5;2.8;mblg;12;;;;us;usp000fmbf;2014-11-06 20:33;27 km WSW of Portonovo, Spain;earthquake;;;;;reviewed;mdd;mdd
2007-09-02 18:59;43.076;3.2;5;2.5;ml;24;;;;us;usp000fmad;2014-11-06 20:33;9 km ESE of Gruissan, France;earthquake;;;;;reviewed;ldg;ldg
2007-09-02 12:38;43.188;-1.817;16;2.7;ml;31;;;;us;usp000fm9g;2014-11-06 20:33;4 km ENE of Goizueta, Spain;earthquake;;;;;reviewed;ldg;str
2007-09-01 08:41;36.788;-7.412;51.5;3;m;5;;;;us;usp000fm4x;2014-11-06 20:33;41 km SSE of Santa Luzia, Portugal;earthquake;;;;;reviewed;mdd;mdd
2007-08-31 12:21;44.334;7.062;6.7;2.6;md;42;50;;;us;usp000fm36;2014-11-06 20:33;1 km W of Sambuco, Italy;earthquake;;;;;reviewed;rom;rom
2007-08-31 02:50;49.37;6.78;1;3.2;ml;21;88;;;us;usp000fm2c;2014-11-06 20:33;1 km S of Nalbach, Germany;earthquake;;;;;reviewed;str;ldg
2007-08-30 22:01;37.076;-5.4;11.1;2.6;mblg;26;;;;us;usp000fm1w;2014-11-06 20:33;6 km SE of Morón de la Frontera, Spain;earthquake;;;;;reviewed;mdd;mdd
2007-08-30 15:03;47.963;-3.267;3;2.7;ml;18;;;;us;usp000fm18;2014-11-06 20:33;1 km SE of Inguiniel, France;earthquake;;;;;reviewed;ldg;ldg
2007-08-30 06:57;36.216;-3.868;0;2.5;mblg;14;;;;us;usp000fm0f;2014-11-06 20:33;58 km SSW of La Herradura, Spain;earthquake;;;;;reviewed;mdd;mdd
2007-08-30 02:55;47.065;1.211;5;3.4;ml;28;93;;;us;usp000fm00;2014-11-06 20:33;9 km NNE of Châtillon-sur-Indre, France;earthquake;;;;;reviewed;ldg;ldg
2007-08-29 05:26;42.838;-1.105;3;2.5;ml;17;;;;us;usp000fkxy;2014-11-06 20:33;3 km S of Oronz, Spain;earthquake;;;;;reviewed;ldg;str
2007-08-29 03:53;42.79;-1.09;5;3;ml;82;;;;us;usp000fkxv;2014-11-06 20:33;8 km NNE of Navascués, Spain;earthquake;;;;;reviewed;str;str
2007-08-28 17:37;42.814;-7.23;11.1;2.5;mblg;25;;;;us;usp000fkwy;2014-11-06 20:33;7 km SW of Becerreá, Spain;earthquake;;;;;reviewed;mdd;mdd
2007-08-28 11:57;45.16;6.47;10;2.7;ml;44;;;;us;usp000fkwe;2014-11-06 20:33;3 km E of Valloire, France;earthquake;;;;;reviewed;str;ldg
2007-08-28 11:14;35.649;-9.289;0;2.7;mblg;5;;;;us;usp000fkwc;2014-11-06 20:33;154 km SSW of Sagres, Portugal;earthquake;;;;;reviewed;mdd;mdd
2007-08-27 20:03;36.044;2.707;0;3.7;m;9;;;;us;usp000fkuu;2014-11-06 20:33;17 km NNW of Ksar el Boukhari, Algeria;earthquake;;;;;reviewed;mdd;mdd
2007-08-27 16:18;39.357;-8.986;2.6;3;ml;32;;;;us;usp000fkuc;2014-11-06 20:33;4 km WNW of Rio Maior, Portugal;earthquake;;;;;reviewed;mdd;ldg
2007-08-27 08:15;44.215;6.613;2;2.5;md;22;;;;us;usp000fktj;2014-11-06 20:33;19 km S of Barcelonnette, France;earthquake;;;;;reviewed;ldg;ldg
2007-08-27 02:05;49.375;6.798;1;3.2;ml;25;;;;us;usp000fksy;2014-11-06 20:33;1 km SE of Nalbach, Germany;earthquake;;;;;reviewed;ldg;ldg
2007-08-27 00:09;35.877;2.81;10;4.2;m;39;;;0.82;us;usp000fksr;2014-11-06 20:33;5 km ESE of Ksar el Boukhari, Algeria;earthquake;;;;;reviewed;us;mdd
2007-08-26 14:46;43.16;-0.554;0;3;ml;60;;;;us;usp000fkrr;2014-11-06 20:33;4 km WNW of Ogeu-les-Bains, France;earthquake;;;;;reviewed;mdd;ldg
2007-08-26 02:23;36.284;2.593;0;3.6;m;6;304;;;us;usp000fkqa;2014-11-06 20:33;14 km W of Médéa, Algeria;earthquake;;;;;reviewed;mdd;mdd
2007-08-25 05:07;36.484;-7.912;75;2.5;m;5;;;;us;usp000fknn;2014-11-06 20:33;59 km S of Faro, Portugal;earthquake;;;;;reviewed;mdd;mdd
2007-08-25 02:21;43.96;7.53;10;2.9;ml;41;66;;;us;usp000fkna;2014-11-06 20:33;2 km NNE of Breil-sur-Roya, France;earthquake;;;;;reviewed;str;gen
2007-08-23 22:38;39.327;-3.012;5.7;3.2;ml;49;;;;us;usp000fkje;2014-11-06 20:33;10 km SW of Pedro Muñoz, Spain;earthquake;;;;;reviewed;mdd;ldg
2007-08-23 18:46;42.95;-14.31;0;4.3;m;14;;;;us;usp000fkj4;2014-11-06 20:33;North Atlantic Ocean;earthquake;;;;;reviewed;mdd;mdd
2007-08-23 17:53;36.341;-8.031;20.6;2.8;mblg;26;;;;us;usp000fkhx;2014-11-06 20:33;75 km S of Faro, Portugal;earthquake;;;;;reviewed;mdd;mdd
2007-08-22 18:59;36.116;2.654;0;4.1;m;46;241;;;us;usp000fkfs;2014-11-06 20:33;18 km SSW of Médéa, Algeria;earthquake;;;;;reviewed;mdd;mdd
2007-08-22 17:53;36.67;-9.659;0;2.5;mblg;4;;;;us;usp000fkfq;2014-11-06 20:33;74 km WSW of Sagres, Portugal;earthquake;;;;;reviewed;mdd;mdd
2007-08-22 15:36;36.602;2.44;0;3.6;m;7;;;;us;usp000fkfd;2014-11-06 20:33;1 km NNW of Tipasa, Algeria;earthquake;;;;;reviewed;mdd;mdd
2007-08-22 14:27;49.36;6.84;1;3.2;ml;29;;;;us;usp000fkf9;2014-11-06 20:33;2 km ENE of Saarwellingen, Germany;earthquake;;;;;reviewed;str;ldg
2007-08-22 14:08;36.034;2.623;12.3;4.6;mb;189;;;1.3;us;usp000fkf7;2014-11-06 20:33;19 km NW of Ksar el Boukhari, Algeria;earthquake;;14.1;;27;reviewed;us;us
2007-08-22 09:38;48.34;6.66;10;2.5;ml;16;;;;us;usp000fkew;2014-11-06 20:33;1 km E of Rambervillers, France;earthquake;;;;;reviewed;str;ldg
2007-08-22 06:40;44.535;7.169;5.6;2.6;ml;27;;;;us;usp000fkeq;2014-11-06 20:33;3 km NNW of Macra, Italy;earthquake;;;;;reviewed;gen;ldg
2007-08-21 23:06;38.515;-7.452;21.5;2.5;mblg;16;;;;us;usp000fkdu;2014-11-06 20:33;12 km NE of Reguengos de Monsaraz, Portugal;earthquake;;;;;reviewed;mdd;mdd
2007-08-21 21:44;45.631;6.892;2;2.5;ml;27;;;;us;usp000fkdn;2014-11-06 20:33;7 km E of Séez, France;earthquake;;;;;reviewed;ldg;ldg
2007-08-21 18:21;36.263;2.606;0;3.4;m;5;;;;us;usp000fkda;2014-11-06 20:33;13 km W of Médéa, Algeria;earthquake;;;;;reviewed;mdd;mdd
2007-08-21 14:05;41.223;6.85;15;2.6;ml;11;;;;us;usp000fkcx;2014-11-06 20:33;118 km WNW of Stintino, Italy;earthquake;;;;;reviewed;ldg;ldg
2007-08-21 10:58;36.073;2.685;10;4.4;m;57;;;1.04;us;usp000fkcg;2014-11-06 20:33;21 km NNW of Ksar el Boukhari, Algeria;earthquake;;;;;reviewed;us;mdd
2007-08-20 19:54;48.322;6.659;11.8;2.5;ml;22;82;;;us;usp000fkba;2014-11-06 20:33;2 km SW of Jeanménil, France;earthquake;;;;;reviewed;ldg;ldg
2007-08-20 16:03;44.628;7.043;10.8;2.7;ml;30;;;;us;usp000fkar;2014-11-06 20:33;1 km NE of Pontechianale, Italy;earthquake;;;;;reviewed;rom;gen
