time;latitude;longitude;depth;mag;magType;nst;gap;dmin;rms;net;id;updated;place;type;horizontalError;depthError;magError;magNst;status;locationSource;magSource
2023-11-21 00:52;44.4477;6.8597;6.936;4.1;mb;31;91;0.618;0.68;us;us6000lprc;2023-11-21 06:05;10 km WSW of Acceglio, Italy;earthquake;2.19;5.01;0.174;9;reviewed;us;us
2023-10-29 16:30;36.8754;-3.4809;10;2.8;ml;7;158;2.751;0.2;us;us7000l7f4;2023-10-29 17:20;4 km S of Lanjarón, Spain;earthquake;6.28;2.011;0.181;4;reviewed;us;us
2023-09-30 08:46;42.7665;-6.2979;10;4;mb;17;141;2.543;0.35;us;us6000lbx2;2023-10-22 06:49;Spain;earthquake;5.96;1.926;0.232;5;reviewed;us;us
2023-08-28 13:42;42.5778;0.9428;10.018;4.6;mb;45;94;0.231;0.65;us;us7000krix;2023-11-04 17:35;11 km W of Espot, Spain;earthquake;4.37;4.615;0.109;25;reviewed;us;us
2023-06-24 07:45;44.06;-11.8227;9.882;4.4;mb;34;91;4.844;0.63;us;us7000kats;2023-08-26 16:54;235 km WNW of Mugia, Spain;earthquake;5.57;5.031;0.144;14;reviewed;us;us
2023-06-18 22:06;36.6354;4.7031;10;3.8;mb;24;94;3.273;0.78;us;us6000kpns;2023-08-26 16:54;6 km WSW of el hed, Algeria;earthquake;6.35;1.909;0.294;3;reviewed;us;us
2023-06-16 22:27;46.2995;-1.0212;5;3.9;mb;38;151;4.043;0.9;us;us7000k958;2023-09-09 06:01;2 km WSW of Marans, France;earthquake;8.95;1.962;0.209;6;reviewed;us;us
2023-06-16 12:38;46.2145;-0.7295;5;4.8;mww;71;70;3.884;0.94;us;us7000k90p;2023-09-09 05:59;5 km WNW of Mauzé-sur-le-Mignon, France;earthquake;6.97;1.854;0.051;37;reviewed;us;us
2023-05-16 02:24;44.5555;6.811;8.462;4.1;mb;36;122;0.505;0.38;us;us6000kc87;2023-07-23 21:16;16 km W of Pleyne, Italy;earthquake;3.9;5.085;0.174;9;reviewed;us;us
2023-04-17 09:28;42.979;0.3442;10;4;mb;21;101;0.77;0.95;us;us6000k63c;2023-07-02 22:47;11 km SSW of La Barthe-de-Neste, France;earthquake;3.95;1.981;0.367;2;reviewed;us;us
2023-03-22 10:50;47.3957;6.7567;11.8;4.4;mb;67;68;0.865;0.44;us;us7000jlxj;2023-05-26 17:54;1 km NW of Pont-de-Roide, France;earthquake;3.25;4.825;0.202;8;reviewed;us;us
2023-02-24 04:15;36.6094;-8.0546;10;3.2;ml;8;167;0.81;0.52;us;us6000jr9k;2023-04-29 17:57;46 km SSW of Faro, Portugal;earthquake;3.86;1.994;0.128;8;reviewed;us;us
2022-12-31 02:05;37.1379;-1.8845;9.693;4.2;mb;20;144;0.834;0.47;us;us7000j178;2023-03-07 14:00;1 km SSE of Turre, Spain;earthquake;6.29;7.5;0.303;3;reviewed;us;us
2022-12-07 03:18;36.4851;3.0791;10;4;mb;30;146;3.445;0.73;us;us6000j7k6;2023-02-11 18:03;northern Algeria;earthquake;5.79;1.938;0.163;10;reviewed;us;us
2022-11-20 08:03;36.4721;7.1179;10;4.2;mb;28;141;1.95;0.51;us;us7000is4s;2023-01-30 01:00;27 km W of Guelma, Algeria;earthquake;5.03;1.912;0.176;10;reviewed;us;us
2022-11-20 06:48;37.0304;3.682;10;4.1;mb;32;137;2.898;0.33;us;us7000ir59;2023-01-30 01:00;24 km WNW of Dellys, Algeria;earthquake;4.94;1.937;0.157;11;reviewed;us;us
2022-11-12 08:32;36.3127;3.0727;10;4.8;mb;34;149;3.502;0.97;us;us7000ipav;2023-01-28 14:58;24 km NE of Berrouaghia, Algeria;earthquake;7.54;1.907;0.144;15;reviewed;us;us
2022-09-25 02:18;46.0143;6.7182;4.672;3.3;ml;18;97;0.534;0.51;us;us7000iaw8;2022-12-03 17:02;;earthquake;3.71;7.879;0.064;32;reviewed;us;us
2022-09-19 12:30;36.5606;-11.1552;10;4.5;mb;55;99;1.953;0.93;us;us7000i9bg;2022-11-26 15:57;203 km WSW of Sagres, Portugal;earthquake;9.31;1.858;0.096;34;reviewed;us;us
2022-09-10 11:58;47.7134;7.3642;9.407;3.9;mwr;19;108;0.895;0.87;us;us6000iiqi;2022-11-19 18:02;1 km WSW of Zimmersheim, France;earthquake;3.28;4.472;0.065;23;reviewed;us;us
2022-09-07 12:28;36.574;7.1699;10;4.2;mb;23;165;1.951;0.4;us;us7000i627;2022-11-15 14:06;19 km SSE of Azzaba, Algeria;earthquake;7.02;1.959;0.304;3;reviewed;us;us
2022-08-23 18:29;46.26;7.6997;8.189;2.7;ml;20;79;0.296;0.29;us;us7000i37t;2022-11-01 11:14;4 km S of Turtmann, Switzerland;earthquake;4.8;7.254;0.064;32;reviewed;us;us
2022-08-14 16:20;35.9373;-8.5367;38.552;4.1;mb;33;99;1.216;0.49;us;us6000iav1;2022-10-27 22:25;124 km SSE of Sagres, Portugal;earthquake;6.87;9.221;0.106;24;reviewed;us;us
2022-07-15 23:55;36.4458;-0.1336;10;4.4;mb;29;96;1.334;0.59;us;us6000i2yd;2022-09-27 12:56;60 km NNW of Mostaganem, Algeria;earthquake;8.68;1.886;0.179;11;reviewed;us;us
2022-06-26 15:17;35.913;-0.3922;10;4.6;mb;39;75;1.74;0.69;us;us7000hkfb;2022-09-03 17:03;14 km NW of Aïn el Bya, Algeria;earthquake;7.1;1.8;0.093;34;reviewed;us;us
2022-06-02 08:55;35.6277;-3.4835;10;4.5;mwr;90;60;2.359;0.97;us;us7000hec0;2022-08-06 18:13;58 km NE of Al Hoceïma, Morocco;earthquake;6.3;1.8;0.073;18;reviewed;us;us
2022-05-09 07:13;46.2293;2.5975;10.59;4.2;mb;32;105;1.66;0.42;us;us7000h83c;2022-08-09 02:41;5 km SW of Villebret, France;earthquake;6.7;6.1;0.167;10;reviewed;us;us
2022-05-02 09:37;44.667;7.0936;10;3.3;ml;27;75;0.485;0.55;us;us7000h6d7;2022-08-09 02:35;6 km SW of Crissolo, Italy;earthquake;3;2;0.062;34;reviewed;us;us
2022-03-19 05:59;36.847;5.1868;10;5.2;mww;;27;3.539;0.4;us;us6000h5zu;2023-09-09 16:42;13 km NE of Bejaïa, Algeria;earthquake;3.8;1.8;0.052;36;reviewed;us;us
2022-03-18 00:48;36.1905;3.0865;10;4.1;mb;;100;3.56;0.61;us;us6000h5lr;2022-05-27 10:55;16 km ENE of Berrouaghia, Algeria;earthquake;8.2;1.9;0.197;8;reviewed;us;us
2022-03-12 12:03;45.7171;6.2859;2.69;4.5;mb;;62;0.72;0.72;us;us6000h41e;2022-05-27 10:55;3 km S of Faverges, France;earthquake;2.6;5.5;0.135;16;reviewed;us;us
2022-02-11 02:53;36.3658;-8.8696;10;4.1;mb;;188;0.766;0.51;us;us7000gldj;2022-04-19 13:40;71 km S of Sagres, Portugal;earthquake;6.5;2;0.214;7;reviewed;us;us
2022-01-31 21:03;42.4715;1.3526;5.75;4;mb;;59;0.146;0.57;us;us7000ggv1;2022-04-15 13:57;7 km ESE of Farrera, Spain;earthquake;3.2;4.3;0.26;4;reviewed;us;us
2022-01-27 09:44;42.5729;-9.361;10;3.9;mb;;166;2.564;0.48;us;us7000gfjt;2022-04-09 16:19;30 km W of Santa Uxía de Ribeira, Spain;earthquake;8.3;2;0.194;7;reviewed;us;us
2022-01-01 16:03;36.3199;-7.6651;6.92;4.3;mb;;127;1.186;0.5;us;us7000g8da;2022-03-12 17:19;80 km SSE of Olhão, Portugal;earthquake;2.6;4.6;0.08;44;reviewed;us;us
2021-12-28 14:25;36.7381;6.8615;11.57;4.3;mb;;90;2.245;0.93;us;us7000g9yv;2022-04-28 07:40;15 km SSW of Skikda, Algeria;earthquake;2;4.9;0.169;14;reviewed;us;us
2021-12-24 18:59;47.3748;6.8239;9.23;4.1;mb;;88;0.871;0.76;us;us6000gf4p;2022-03-05 18:10;2 km WSW of Blamont, France;earthquake;3.8;5.9;0.262;4;reviewed;us;us
2021-10-29 00:32;44.2064;-7.6942;10;4.2;mb;;108;3.805;1.22;us;us7000fpmj;2022-01-14 12:58;53 km NNE of Cariño, Spain;earthquake;9.2;1.9;0.215;6;reviewed;us;us
2021-10-19 13:43;37.0419;-5.2649;15.15;4;mb;;141;0.949;0.68;us;us6000fvy1;2021-12-25 17:58;8 km W of Villanueva de San Juan, Spain;earthquake;5.4;2;0.211;6;reviewed;us;us
2021-10-05 01:39;46.0321;7.4204;5;4.1;mb;;47;0.341;0.74;us;us6000frtq;2021-12-10 16:14;10 km SSW of Evolène, Switzerland;earthquake;4.3;1.9;0.184;8;reviewed;us;us
2021-08-12 17:25;37.189;-3.7468;10;4.6;mb;;65;2.1;1.09;us;us6000f4uc;2021-10-23 11:46;2 km W of Santafé, Spain;earthquake;7;1.8;0.076;51;reviewed;us;us
2021-07-30 22:01;36.3132;1.6646;10;4.4;mb;;74;2.485;1.28;us;us6000f0vh;2021-10-13 21:04;5 km NNW of El Abadia, Algeria;earthquake;5;1.8;0.155;14;reviewed;us;us
2021-07-19 15:21;36.6973;5.6209;10;4.6;mb;;69;3.162;0.84;us;us7000eni2;2022-08-09 02:18;18 km SW of Jijel, Algeria;earthquake;6.4;1.9;0.054;103;reviewed;us;us
2021-06-25 23:00;48.6789;7.8045;2.47;4.1;mb;;90;0.493;0.77;us;us6000epw5;2021-09-09 18:05;2 km SE of Hœrdt, France;earthquake;2.6;9.5;0.524;1;reviewed;us;us
2021-04-25 23:01;36.4384;-11.4627;10;4;mb;;140;2.226;0.98;us;us6000e4tz;2021-12-10 01:47;233 km WSW of Sagres, Portugal;earthquake;5.1;1.9;0.232;5;reviewed;us;us
2021-04-01 10:33;36.4139;7.1942;10;4.8;mb;;89;1.871;1.04;us;us6000dy9p;2021-06-08 13:59;21 km WSW of Guelma, Algeria;earthquake;5.3;1.9;0.074;56;reviewed;us;us
2021-03-24 22:37;36.8311;5.1854;10;4.6;mb;;52;3.144;0.66;us;us6000dw83;2022-08-09 00:23;12 km NE of Bejaïa, Algeria;earthquake;6.8;1.9;0.114;23;reviewed;us;us
2021-03-24 19:23;36.8879;5.2734;10;4.5;mb;;68;3.105;0.48;us;us6000dw71;2021-06-02 11:22;northern Algeria;earthquake;6.3;1.9;0.127;18;reviewed;us;us
2021-03-18 22:48;36.5637;6.7925;10;3.9;mb;;74;2.227;1.26;us;us7000dku9;2021-06-02 11:23;18 km NE of Didouche Mourad, Algeria;earthquake;5.5;2;0.257;4;reviewed;us;us
2021-03-18 12:21;36.9558;5.2711;10;4.4;mb;;90;3.039;0.87;us;us7000dkml;2021-05-26 18:08;27 km NE of Bejaïa, Algeria;earthquake;6.4;1.6;0.097;35;reviewed;us;us
2021-03-18 05:51;38.8363;-9.102;10;3.3;ml;;167;1.18;0.36;us;us7000dkri;2021-09-22 08:57;0 km SSW of Santa Iria da Azóia, Portugal;earthquake;4.4;2;0.115;10;reviewed;us;us
2021-03-17 20:33;36.8702;5.23;10;4.7;mb;;63;3.114;0.55;us;us7000dkfe;2021-05-26 18:08;18 km NE of Bejaïa, Algeria;earthquake;6.3;1.8;0.07;62;reviewed;us;us
2021-03-17 20:17;36.9107;5.3143;10;5;mww;;38;3.092;0.55;us;us7000dkfb;2021-05-26 18:08;26 km NE of Bejaïa, Algeria;earthquake;6.4;1.8;0.073;18;reviewed;us;us
2021-03-17 20:14;36.9455;5.2122;10;4.6;mb;;85;3.038;0.61;us;us6000dwmk;2021-05-26 18:08;23 km NNE of Bejaïa, Algeria;earthquake;6.1;1.7;0.141;15;reviewed;us;us
2021-03-17 20:04;36.9206;5.2014;8;6;mww;;20;3.06;0.45;us;us7000dker;2021-09-25 07:46;21 km NNE of Bejaïa, Algeria;earthquake;6.9;1.8;0.033;86;reviewed;us;us
2021-03-17 17:49;36.4899;6.7463;10;4.5;mb;;76;2.236;0.88;us;us7000dkdu;2021-05-26 18:08;10 km ENE of Didouche Mourad, Algeria;earthquake;5.1;1.9;0.078;49;reviewed;us;us
2021-02-23 20:51;35.6733;5.1456;10;4.7;mb;;50;3.419;0.73;us;us6000dkjr;2021-05-04 10:16;24 km SSW of Salah Bey, Algeria;earthquake;5.7;1.8;0.055;99;reviewed;us;us
2021-01-28 13:49;37.2017;-3.7417;10;4.3;mwr;;44;2.108;1.04;us;us6000dcq4;2021-04-13 13:04;2 km NW of Santafé, Spain;earthquake;5;1.9;0.086;13;reviewed;us;us
2021-01-26 16:54;37.2371;-3.7155;10;4.3;mwr;;59;2.14;0.9;us;us7000d3it;2022-02-12 03:01;2 km WNW of Atarfe, Spain;earthquake;5.8;1.8;0.068;21;reviewed;us;us
2021-01-26 16:44;37.2023;-3.6857;10;4.1;mwr;;69;2.151;0.94;us;us6000dcie;2021-04-13 13:04;2 km S of Atarfe, Spain;earthquake;5.9;1.9;0.075;17;reviewed;us;us
2021-01-26 16:36;37.1899;-3.7525;10;4;mwr;;54;2.096;0.65;us;us6000dcif;2021-04-13 13:04;2 km ESE of Chauchina, Spain;earthquake;5.6;1.9;0.08;15;reviewed;us;us
2021-01-23 06:15;37.1767;-3.7454;10;4.2;mwr;;54;2.097;0.41;us;us7000d2nq;2022-11-30 06:48;2 km WSW of Santafé, Spain;earthquake;5.3;1.9;0.093;11;reviewed;us;us
2021-01-02 01:36;50.7101;6.1535;10.08;2.5;ml;;164;1.046;0.37;us;us6000d4y5;2021-03-13 17:58;5 km ENE of Eynatten, Belgium;earthquake;3.3;9.4;0.097;14;reviewed;us;us
2020-12-02 18:09;37.2424;-3.7963;10;3.4;ml;;110;2.082;0.59;us;us7000cmba;2021-02-12 17:38;Spain;earthquake;5.4;2;0.091;16;reviewed;us;us
2020-11-22 06:10;36.6127;6.6853;10;4.3;mb;;81;2.325;0.91;us;us6000crg3;2021-02-03 12:50;18 km NNE of Didouche Mourad, Algeria;earthquake;7.8;1.9;0.189;8;reviewed;us;us
2020-11-21 22:53;36.6442;6.8625;10;5.1;mww;;37;2.205;1.25;us;us6000crds;2022-03-10 00:48;24 km WSW of Azzaba, Algeria;earthquake;6.5;1.8;0.048;41;reviewed;us;us
2020-11-02 23:25;38.6254;-0.4834;5.25;3.3;ml;;121;1.114;0.78;us;us7000c9lp;2021-01-18 18:02;7 km E of Ibi, Spain;earthquake;6.1;9.6;0.148;6;reviewed;us;us
2020-11-01 14:55;38.0277;-0.6667;6.73;2.6;ml;;108;0.513;0.77;us;us7000c92k;2021-01-18 18:01;5 km NNE of Torrevieja, Spain;earthquake;5.5;9.2;0.181;4;reviewed;us;us
2020-10-15 20:58;36.6421;-5.3583;23.88;3.9;mwr;;79;0.704;0.45;us;us6000c8mr;2020-12-29 18:07;3 km NNW of Cortes de la Frontera, Spain;earthquake;5.3;5.9;0.083;14;reviewed;us;us
2020-09-30 20:21;42.8547;-1.5713;10;4.4;mb;;54;2.097;0.48;us;us6000c3hi;2020-12-12 17:28;3 km NNE of Huarte-Uharte, Spain;earthquake;6.5;1.9;0.105;26;reviewed;us;us
2020-09-30 18:02;42.8163;-1.5515;10;4.6;mb;;54;2.079;0.67;us;us6000c3e9;2021-10-11 17:33;3 km ESE of Huarte-Uharte, Spain;earthquake;6;1.8;0.073;56;reviewed;us;us
2020-08-29 01:10;36.6349;2.0316;10;3.6;mb;;142;2.603;0.8;us;us7000bexl;2020-11-07 13:48;36 km WNW of Hadjout, Algeria;earthquake;4.9;2;0.25;4;reviewed;us;us
2020-08-13 04:04;36.4252;2.7574;10;4.4;mb;;147;3.224;0.73;us;us6000bdvu;2020-10-24 16:08;4 km SSE of Chiffa, Algeria;earthquake;6.5;1.9;0.096;31;reviewed;us;us
2020-08-08 19:00;36.6666;1.9857;10;4.5;mb;;70;2.557;0.57;us;us6000bb8l;2020-10-21 18:03;41 km WNW of Hadjout, Algeria;earthquake;6.9;1.9;0.094;33;reviewed;us;us
2020-08-07 07:13;36.5773;6.3168;10;4.5;mb;;49;2.592;0.76;us;us6000baiw;2020-10-21 18:03;8 km NE of Sidi Mérouane, Algeria;earthquake;3.6;1.8;0.07;60;reviewed;us;us
2020-08-07 02:15;36.5497;6.2708;10;5;mww;;44;2.619;0.76;us;us6000bag6;2022-03-10 00:31;3 km NNE of Sidi Mérouane, Algeria;earthquake;6.8;1.9;0.058;29;reviewed;us;us
2020-07-17 04:12;36.462;6.2391;10;4.6;mb;;60;2.619;0.74;us;us7000aq6y;2020-09-26 12:58;2 km WNW of Mila, Algeria;earthquake;2.9;1.9;0.088;38;reviewed;us;us
2020-07-04 03:59;35.7124;6.2539;10;4.5;mb;;72;2.516;0.49;us;us7000ahu7;2022-08-08 19:33;18 km NNE of Batna, Algeria;earthquake;7;1.9;0.092;35;reviewed;us;us
2020-06-26 23:51;38.0336;-0.8626;10;2.9;ml;;165;0.459;0.57;us;us7000adve;2020-09-05 13:35;3 km S of Jacarilla, Spain;earthquake;3.8;2;0.181;4;reviewed;us;us
2020-06-23 02:25;46.0477;6.8619;10;3.4;ml;;69;0.438;1.11;us;us6000ah13;2020-08-29 20:01;11 km ESE of Samoëns, France;earthquake;3.5;2;0.053;46;reviewed;us;us
2020-04-18 20:37;39.9687;-8.5177;10;2.6;ml;;237;0.861;0.26;us;us7000904j;2020-07-09 10:31;11 km ENE of Pombal, Portugal;earthquake;4.4;2;0.115;10;reviewed;us;us
2020-03-26 03:09;35.868;5.7575;10;5;mww;;34;2.92;0.63;us;us70008g9a;2020-06-13 14:44;21 km WNW of Draa Klalouche, Algeria;earthquake;7.1;1.8;0.041;58;reviewed;us;us
2020-02-20 21:55;36.7277;5.6067;10;4.5;mb;;73;3.182;0.68;us;us70007tzd;2020-05-09 17:41;17 km SW of Jijel, Algeria;earthquake;4.2;1.9;0.089;37;reviewed;us;us
2020-02-19 16:20;48.3763;-4.4472;10;3.7;ml;;167;4.499;0.55;us;us70007tax;2020-05-09 17:40;3 km ESE of Brest, France;earthquake;9.3;2;0.181;4;reviewed;us;us
2020-02-17 09:20;37.0873;-14.6205;10;4.7;mb;;63;4.631;1.13;us;us70007rv1;2020-05-02 18:10;Azores-Cape St. Vincent Ridge;earthquake;7.4;1.7;0.165;11;reviewed;us;us
2020-01-24 02:24;36.7355;5.6011;10;4.9;mww;;48;3.188;0.88;us;us60007eif;2020-04-11 14:20;17 km WSW of Jijel, Algeria;earthquake;6.6;1.9;0.089;12;reviewed;us;us
2019-12-05 17:49;51.0116;-3.0791;10;3.4;ml;;184;3.022;0.58;us;us60006mp4;2020-05-09 13:01;1 km ESE of Taunton, United Kingdom;earthquake;10.3;2;0.128;8;reviewed;us;us
2019-11-11 05:52;44.6117;4.6382;10;4.8;mww;;34;0.67;1.2;us;us60006a6i;2020-07-10 13:36;5 km WNW of Rochemaure, France;earthquake;2.5;1.8;0.063;24;reviewed;us;us
2019-10-25 05:35;36.946;-5.2375;10;4.4;mb;;64;0.913;0.44;us;us600062ul;2020-07-10 13:35;2 km ENE of Olvera, Spain;earthquake;5.5;1.9;0.102;28;reviewed;us;us
2019-08-23 07:40;36.4549;3.4372;10;4.3;mb;;147;3.727;0.5;us;us700057im;2019-11-08 17:13;18 km SW of Lakhdaria, Algeria;earthquake;8.8;2;0.177;9;reviewed;us;us
2019-07-13 17:12;38.0628;-0.8929;10;3;mb_lg;;126;0.482;0.42;us;us70004l19;2019-09-28 16:01;0 km E of Bigastro, Spain;earthquake;4.8;2;0.193;7;reviewed;us;us
2019-07-13 05:56;37.0991;5.7497;10;4.9;mww;;54;3.025;0.57;us;us70004jiv;2019-09-28 16:01;30 km N of Jijel, Algeria;earthquake;6.5;1.8;0.065;23;reviewed;us;us
2019-06-22 16:00;37.5348;-1.694;4.9;3.3;mb_lg;;123;0.553;0.6;us;us600044s7;2019-09-11 11:19;9 km NE of Almendricos, Spain;earthquake;5.9;3.8;0.161;10;reviewed;us;us
2019-06-21 02:50;47.1404;-0.565;8;4;mwr;;109;2.107;0.93;us;us6000443c;2019-09-11 11:19;2 km WSW of Vihiers, France;earthquake;4.4;2;0.11;8;reviewed;us;us
2019-05-19 05:51;50.5744;-1.8646;10;3;ml;;212;3.713;0.98;us;us70003n8n;2019-08-07 18:03;7 km ESE of Swanage, United Kingdom;earthquake;10;2;0.128;8;reviewed;us;us
2019-04-06 00:44;45.3367;-0.148;8.13;3.2;ml;;181;2.918;0.57;us;us2000kb5t;2019-06-18 11:50;7 km ENE of Chevanceaux, France;earthquake;9.9;8.8;0.128;8;reviewed;us;us
2019-04-03 11:29;42.3276;1.244;10;3.7;mb_lg;;81;0.271;0.88;us;us2000k9pu;2019-06-18 11:50;13 km SE of Sort, Spain;earthquake;5.7;2;0.114;20;reviewed;us;us
2019-03-24 12:16;38.0742;-0.5324;10;3.3;mb_lg;;114;0.612;1.12;us;us1000jl37;2021-01-08 10:15;10 km E of Guardamar del Segura, Spain;earthquake;5.9;2;0.18;8;reviewed;us;us
2019-03-20 05:56;45.3338;-0.3853;10;4.5;mb;;104;2.979;0.76;us;us1000jj7u;2023-04-07 10:03;5 km NNE of Montendre, France;earthquake;6.9;2;0.382;2;reviewed;us;us
2019-02-26 22:42;51.2112;-0.2971;10;3.3;ml;;129;2.971;0.5;us;us2000jpea;2019-05-14 14:36;3 km SE of Dorking, United Kingdom;earthquake;4.3;2;0.115;10;reviewed;us;us
2018-11-01 00:27;40.1789;-14.715;10;4.7;mww;;31;4.826;0.49;us;us2000i53n;2019-01-21 09:29;North Atlantic Ocean;earthquake;7.8;1.8;0.073;18;reviewed;us;us
2018-09-04 02:12;40.1556;-10.53;10;4.8;mb;;49;1.623;0.63;us;us2000h81q;2018-11-14 12:40;132 km NW of Peniche, Portugal;earthquake;7.4;1.9;0.038;216;reviewed;us;us
2018-08-13 10:40;38.2705;-1.0434;10;4;mb_lg;;85;0.683;0.28;us;us1000g811;2022-08-08 03:10;7 km N of Abanilla, Spain;earthquake;2.4;2;0.136;14;reviewed;us;us
2018-08-06 16:49;43.0324;0.2837;10;3.5;ml;;126;0.835;0.68;us;us1000g4kh;2022-08-08 02:55;8 km SSW of Capvern, France;earthquake;5.3;2;0.115;10;reviewed;us;us
2018-07-20 05:33;36.3769;5.3243;10;4.2;mb;;91;3.321;0.6;us;us2000gbf9;2018-10-04 10:15;21 km N of Aïn Arnat, Algeria;earthquake;6.5;1.9;0.199;7;reviewed;us;us
2018-07-05 06:53;51.1437;-0.4435;10;2.8;mb_lg;;190;3.582;0.41;us;us2000fxc7;2019-02-27 00:26;1 km S of Ewhurst, United Kingdom;earthquake;8.7;2;0.193;7;reviewed;us;us
2018-06-27 08:28;51.154;-0.258;5;2.6;ml;;;;0.8;us;us2000fpl7;2018-09-21 12:25;5 km W of Capel, United Kingdom;earthquake;13.2;6.2;;;reviewed;bgs;bgs
2018-06-17 03:47;37.1327;-4.2876;10;3.7;mb_lg;;122;1.677;0.24;us;us1000euzd;2022-08-08 00:59;6 km SE of Villanueva de Tapia, Spain;earthquake;6;2;0.147;12;reviewed;us;us
2018-05-25 18:43;51.1375;5.565;10;2.9;ml;;252;1.521;0.41;us;us1000ed2h;2022-08-08 00:05;1 km S of Reppel, Belgium;earthquake;9.1;2;0.097;14;reviewed;us;us
2018-05-11 13:26;37.996;-0.8841;7.05;2.8;mb_lg;;91;0.418;0.84;us;us1000e422;2018-08-08 11:21;7 km S of Bigastro, Spain;earthquake;4.5;13.9;0.228;5;reviewed;us;us
2018-05-04 17:36;47.7617;7.5398;15.23;3.1;ml;;68;0.521;1.01;us;us1000dy8q;2018-07-27 16:20;2 km W of Schliengen, Germany;earthquake;2.6;9.7;0.057;40;reviewed;us;us
2018-04-26 07:13;36.5557;-5.4109;10;4;mb;;55;0.646;0.51;us;us1000dsmh;2022-08-07 22:41;9 km SW of Cortes de la Frontera, Spain;earthquake;4;1.9;0.164;10;reviewed;us;us
2018-04-25 23:33;37.1445;-11.1073;10;4.2;mb;;112;1.822;0.52;us;us1000dsi5;2018-07-25 17:36;193 km W of Sagres, Portugal;earthquake;8.2;1.9;0.141;14;reviewed;us;us
2018-04-23 11:48;36.0172;0.0472;8.04;4.7;mb;;155;1.778;0.69;us;us1000dqq7;2022-08-07 22:27;10 km NNW of Mostaganem, Algeria;earthquake;9.2;5;0.049;124;reviewed;us;us
2018-04-01 07:11;51.174;-0.257;5;2.7;ml;;;;1.07;us;us1000dc9r;2018-06-22 17:32;4 km E of Holmwood, United Kingdom;earthquake;6.6;7.9;;;reviewed;bgs;bgs
2018-03-02 14:08;38.0838;-1.4581;9.32;3.9;ml;;119;0.614;0.86;us;us2000dc71;2022-08-07 20:58;5 km NNE of Mula, Spain;earthquake;6.4;10.5;0.097;14;reviewed;us;us
2018-02-17 09:31;51.7231;-3.8559;11.55;4.3;mb;;92;2.167;1.14;us;us2000d3uw;2023-04-11 05:28;5 km NE of Clydach, United Kingdom;earthquake;6.7;5;0.104;26;reviewed;us;us
2018-02-11 22:08;46.7094;-0.8249;5;4.1;mb;;110;2.476;0.77;us;us2000d2eb;2018-05-15 02:29;3 km SSE of La Meilleraie-Tillay, France;earthquake;6.8;1.9;0.262;4;reviewed;us;us
2018-01-15 06:51;38.792;-7.9574;10.93;4.1;mb;;143;0.296;0.69;us;us2000cjne;2022-08-07 19:07;25 km NNW of Évora, Portugal;earthquake;5;4.8;0.13;16;reviewed;us;us
2018-01-08 11:20;36.4956;2.4881;10;4.5;mb;;144;2.996;1.08;us;us1000c22p;2022-08-07 18:53;6 km ESE of Hadjout, Algeria;earthquake;8;1.9;0.136;16;reviewed;us;us
2018-01-02 15:59;36.3828;2.5471;8.26;4.7;mww;;42;3.084;0.76;us;us1000bz45;2020-07-10 11:38;11 km SW of El Affroun, Algeria;earthquake;6.8;4.1;0.103;9;reviewed;us;us
2017-11-17 07:10;45.4797;6.3273;5;3.2;ml;;103;0.494;1.12;us;us2000bqiq;2022-08-07 17:20;10 km NNE of Saint-Rémy-de-Maurienne, France;earthquake;4.6;2;0.066;30;reviewed;us;us
2017-11-03 13:19;36.239;-4.0806;10;3.9;mb;;77;1.73;0.93;us;us2000bhwg;2018-01-23 20:25;55 km S of Torre del Mar, Spain;earthquake;4.8;1.9;0.193;8;reviewed;us;us
2017-10-15 22:09;36.273;1.524;10;4;mb;;72;2.411;1.34;us;us1000awaf;2022-08-07 16:25;9 km N of Oued Fodda, Algeria;earthquake;6.9;2;0.183;8;reviewed;us;us
2017-09-27 21:43;47.8873;-1.5597;2.34;3.6;ml;;120;2.571;0.86;us;us2000avqf;2022-08-07 14:53;1 km WNW of Tresbœuf, France;earthquake;9;8.3;0.181;4;reviewed;us;us
2017-09-19 21:56;37.4306;-2.1386;7.84;2.8;ml;;175;0.917;0.37;us;us2000arfq;2022-08-07 14:04;4 km NNE of Albox, Spain;earthquake;5.5;8.9;0.091;16;reviewed;us;us
2017-09-11 14:09;37.0809;-8.6161;27.05;3.6;ml;;99;0.176;0.77;us;us2000akih;2022-08-07 13:12;5 km ESE of Lagos, Portugal;earthquake;6;7.9;0.091;16;reviewed;us;us
2017-08-17 02:44;39.0327;-9.083;10;4.2;mb;;206;1.175;0.48;us;us2000a95s;2022-08-07 11:00;5 km N of Arruda dos Vinhos, Portugal;earthquake;8.5;1.9;0.305;3;reviewed;us;us
2017-08-15 10:50;35.6506;5.8006;10;4.7;mb;;86;4.408;0.68;us;us2000a8f4;2022-08-07 10:51;10 km WNW of Merouana, Algeria;earthquake;7.2;1.9;0.068;66;reviewed;us;us
2017-07-31 19:16;36.9555;-3.6339;10;3.9;mb;;98;2.123;0.69;us;us2000a329;2022-08-07 09:24;3 km N of Albuñuelas, Spain;earthquake;3.6;2;0.209;6;reviewed;us;us
